session_id,customer_id,device_type,traffic_source,session_start,pages_viewed,time_spent,purchase_made
S13351,C3710,desktop,social,2025-06-22 08:01:26,6,12,no
S13352,C3760,desktop,direct,2025-10-20 09:38:53,2,14,no
S13353,C1342,mobile,search,2025-08-12 12:31:26,2,18,no
S13354,C3319,mobile,social,2025-01-22 16:33:43,6,1,no
S13355,C1107,mobile,social,2024-11-07 04:01:16,2,15,no
S13356,C3935,mobile,direct,2025-04-23 21:04:46,1,14,no
S13357,C2958,mobile,direct,2025-07-15 14:14:11,8,1,no
S13358,C1831,mobile,search,2025-02-05 14:54:31,1,1,no
S13359,C3648,desktop,search,2025-05-19 03:30:28,7,3,no
S13360,C1823,desktop,direct,2024-12-24 21:13:35,9,24,no
S13361,C1890,desktop,ads,2025-07-03 06:46:27,3,19,no
S13362,C2876,mobile,social,2025-08-11 03:06:56,1,19,no
S13363,C2071,mobile,direct,2025-07-18 06:17:23,9,21,no
S13364,C2357,mobile,social,2025-07-30 23:58:05,9,3,no
S13365,C3571,tablet,search,2024-10-23 11:34:11,4,26,no
S13366,C2539,tablet,search,2025-10-15 17:23:40,1,23,no
S13367,C2284,mobile,social,2025-09-13 00:46:01,1,28,yes
S13368,C1391,mobile,social,2025-04-29 03:15:12,4,13,yes
S13369,C3682,desktop,social,2025-09-03 07:55:24,7,5,no
S13370,C3955,desktop,search,2025-01-13 00:55:47,7,12,no
S13371,C3212,desktop,social,2025-08-26 00:59:28,6,28,no
S13372,C2579,mobile,direct,2025-03-29 22:39:35,7,13,no
S13373,C2601,tablet,social,2025-09-30 16:07:32,8,15,no
S13374,C2239,desktop,search,2025-02-26 11:04:49,4,12,yes
S13375,C3366,mobile,social,2024-11-28 21:15:41,2,4,no
S13376,C1419,mobile,social,2024-11-24 11:09:38,4,8,no
S13377,C2682,desktop,social,2025-05-04 15:09:01,9,11,no
S13378,C1676,mobile,search,2025-06-04 09:08:59,6,26,no
S13379,C1836,mobile,search,2025-01-18 01:49:30,4,4,no
S13380,C3815,desktop,social,2025-10-15 04:11:08,8,3,no
S13381,C1813,desktop,social,2025-06-01 13:59:59,3,26,no
S13382,C1186,mobile,direct,2025-02-05 20:23:36,1,15,no
S13383,C2162,desktop,social,2024-10-21 01:11:16,8,7,yes
S13384,C3055,tablet,search,2025-04-04 21:14:08,1,4,yes
S13385,C3160,mobile,search,2025-07-18 11:02:43,4,17,no
S13386,C2346,desktop,search,2025-03-05 12:51:13,4,2,yes
S13387,C1726,mobile,search,2025-10-18 23:56:10,6,3,no
S13388,C3024,mobile,ads,2025-03-08 14:52:04,3,11,no
S13389,C2781,mobile,social,2025-08-09 13:50:31,7,15,no
S13390,C3877,mobile,direct,2025-04-14 16:35:01,3,21,no
S13391,C3206,desktop,search,2025-05-25 01:17:28,2,1,no
S13392,C3746,mobile,ads,2025-07-18 06:56:37,2,17,no
S13393,C3577,mobile,search,2024-12-23 19:39:22,4,29,no
S13394,C1555,tablet,social,2024-10-31 11:02:32,9,8,yes
S13395,C1872,mobile,search,2025-08-03 23:22:32,1,25,yes
S13396,C1590,mobile,direct,2024-11-27 21:11:31,9,1,no
S13397,C1492,tablet,search,2025-06-21 14:18:35,4,25,yes
S13398,C1650,mobile,ads,2025-05-31 00:59:29,9,14,no
S13399,C1757,mobile,direct,2024-10-29 07:25:28,4,29,no
S13400,C2096,tablet,direct,2025-07-07 03:59:44,4,8,no
S13401,C1207,mobile,social,2025-02-04 21:54:42,7,20,no
S13402,C3454,mobile,social,2025-01-03 18:58:04,8,7,no
S13403,C3389,mobile,social,2024-12-26 20:06:50,2,1,no
S13404,C2587,desktop,social,2025-09-05 08:50:39,5,8,no
S13405,C1807,tablet,social,2024-12-20 23:14:26,9,24,yes
S13406,C3992,desktop,search,2025-01-19 23:24:23,5,9,yes
S13407,C2276,desktop,direct,2025-08-03 10:05:13,4,22,no
S13408,C2180,desktop,search,2024-11-07 13:39:19,8,1,no
S13409,C3446,mobile,search,2025-08-01 11:09:34,3,7,no
S13410,C1308,mobile,direct,2024-12-29 16:22:21,9,27,no
S13411,C2399,mobile,direct,2025-01-05 01:49:57,7,15,no
S13412,C2899,mobile,search,2025-09-07 07:06:24,2,23,no
S13413,C2809,mobile,social,2025-01-10 05:00:15,5,1,no
S13414,C3651,mobile,search,2025-01-05 18:30:13,5,27,yes
S13415,C2121,mobile,search,2024-12-11 12:30:21,4,26,no
S13416,C3218,desktop,search,2025-02-12 13:55:15,9,25,yes
S13417,C2395,tablet,search,2025-04-17 23:48:10,2,23,yes
S13418,C3401,mobile,direct,2024-11-13 19:26:52,5,8,yes
S13419,C1562,mobile,search,2025-07-04 23:27:07,1,14,no
S13420,C2312,mobile,search,2025-04-13 13:39:29,9,19,yes
S13421,C2154,mobile,direct,2025-01-16 15:18:03,2,26,no
S13422,C2136,mobile,social,2025-06-18 06:31:21,6,28,yes
S13423,C3179,mobile,social,2024-12-12 06:05:34,1,11,no
S13424,C2717,mobile,social,2024-11-02 05:50:18,4,28,no
S13425,C2866,desktop,social,2024-12-05 19:00:28,5,23,yes
S13426,C3669,desktop,social,2025-07-29 20:44:41,3,27,no
S13427,C1665,desktop,social,2025-10-10 07:01:35,2,2,no
S13428,C2689,mobile,search,2025-07-29 05:04:04,8,17,no
S13429,C2675,mobile,direct,2025-01-08 07:15:52,8,1,yes
S13430,C3256,tablet,search,2025-03-12 09:40:36,4,23,no
S13431,C2406,mobile,social,2025-06-21 13:36:08,1,10,no
S13432,C3894,mobile,social,2025-08-10 20:14:46,6,6,yes
S13433,C2694,tablet,search,2025-09-27 20:04:01,1,17,yes
S13434,C1594,mobile,search,2025-08-12 14:13:09,3,27,yes
S13435,C1181,mobile,social,2025-02-14 08:44:13,2,23,yes
S13436,C2068,mobile,search,2025-09-10 04:43:20,7,23,no
S13437,C3242,desktop,direct,2025-07-14 17:23:12,9,4,yes
S13438,C1351,desktop,social,2025-04-06 17:11:58,9,3,no
S13439,C1659,mobile,search,2024-12-19 19:02:55,1,25,no
S13440,C1373,mobile,social,2025-07-15 04:10:27,9,23,no
S13441,C2276,mobile,social,2024-11-14 14:01:20,5,10,no
S13442,C1769,desktop,social,2025-09-09 18:13:13,5,15,no
S13443,C3541,desktop,search,2025-10-05 23:42:33,6,10,no
S13444,C1557,desktop,direct,2024-12-21 18:57:04,4,18,no
S13445,C1933,mobile,ads,2025-04-22 23:48:21,2,14,no
S13446,C2560,tablet,direct,2025-03-16 20:20:24,8,7,no
S13447,C2424,mobile,search,2024-10-23 23:22:17,6,24,yes
S13448,C3557,mobile,direct,2024-12-26 13:39:14,4,2,yes
S13449,C1366,mobile,ads,2025-03-15 11:14:49,5,21,no
S13450,C1131,desktop,social,2024-11-03 15:45:09,8,3,no
S13451,C2801,mobile,search,2025-05-16 00:31:06,1,18,no
S13452,C1000,desktop,direct,2024-12-28 00:19:57,3,28,no
S13453,C2076,mobile,social,2025-07-13 19:45:42,6,7,yes
S13454,C3155,mobile,social,2025-09-13 08:47:28,2,25,yes
S13455,C3555,desktop,social,2025-10-02 18:45:24,2,9,yes
S13456,C3017,mobile,social,2025-04-02 06:19:47,4,6,no
S13457,C2471,tablet,direct,2024-12-02 03:50:34,8,21,no
S13458,C2447,mobile,social,2024-11-22 22:58:11,3,16,yes
S13459,C1843,desktop,social,2025-08-13 21:12:36,6,8,yes
S13460,C2635,mobile,social,2024-12-21 04:38:53,8,6,no
S13461,C2482,mobile,direct,2025-01-11 06:18:10,7,11,yes
S13462,C3551,desktop,ads,2024-11-18 10:43:00,5,8,yes
S13463,C2496,mobile,ads,2024-12-19 17:16:47,4,27,yes
S13464,C3720,mobile,direct,2025-03-31 04:53:41,7,5,no
S13465,C2558,mobile,direct,2024-12-02 03:03:12,2,25,no
S13466,C3850,mobile,ads,2025-04-07 19:15:34,9,4,no
S13467,C1285,desktop,search,2025-01-18 01:09:11,9,16,no
S13468,C2589,mobile,search,2025-07-19 17:52:56,6,25,no
S13469,C1591,desktop,social,2025-09-01 14:17:55,6,20,no
S13470,C3068,mobile,search,2024-12-24 13:19:02,1,24,yes
S13471,C3020,desktop,social,2025-02-01 08:55:38,9,10,no
S13472,C1954,mobile,search,2025-07-25 04:27:36,9,10,no
S13473,C1978,desktop,social,2025-05-11 01:30:50,3,8,no
S13474,C2702,mobile,social,2025-07-25 04:41:45,8,1,no
S13475,C1289,desktop,social,2025-05-24 13:16:19,4,16,no
S13476,C3536,mobile,social,2025-09-29 06:12:06,1,17,no
S13477,C3917,mobile,search,2025-07-10 23:44:25,8,2,yes
S13478,C1617,mobile,social,2025-05-15 04:20:59,7,5,yes
S13479,C2340,mobile,social,2025-10-05 21:26:51,6,5,yes
S13480,C2252,mobile,search,2025-10-17 23:40:45,2,10,no
S13481,C2808,mobile,ads,2025-06-07 19:12:23,2,8,no
S13482,C3910,desktop,social,2025-10-05 03:22:36,5,12,no
S13483,C2339,desktop,social,2025-10-12 04:39:59,9,23,no
S13484,C2226,mobile,social,2025-06-05 10:42:01,3,17,no
S13485,C1184,mobile,search,2025-02-26 04:36:15,7,15,no
S13486,C2394,mobile,social,2025-09-30 06:03:31,5,10,no
S13487,C2722,desktop,social,2025-04-14 23:06:07,3,2,yes
S13488,C2458,desktop,social,2024-12-21 03:22:11,5,2,no
S13489,C1417,mobile,search,2025-09-07 21:04:11,5,1,no
S13490,C1669,tablet,social,2025-06-08 19:18:57,2,17,no
S13491,C1669,mobile,direct,2025-05-15 22:49:23,8,1,no
S13492,C2077,mobile,social,2025-07-04 12:46:59,2,24,no
S13493,C2987,mobile,search,2025-05-29 07:52:54,1,18,no
S13494,C3435,desktop,social,2025-01-12 17:44:37,5,14,yes
S13495,C3920,desktop,search,2025-04-13 09:51:04,8,11,no
S13496,C1556,desktop,search,2025-04-04 00:32:58,7,5,yes
S13497,C2800,mobile,social,2024-12-26 20:44:11,1,7,no
S13498,C2224,tablet,social,2025-06-15 06:46:37,7,2,yes
S13499,C3376,mobile,social,2025-09-10 22:50:17,5,19,no
S13500,C3986,mobile,social,2025-08-25 15:37:01,9,27,no
S13501,C3877,tablet,social,2025-04-11 20:43:44,9,9,no
S13502,C3716,mobile,search,2025-02-06 10:25:30,7,16,no
S13503,C3761,tablet,search,2025-02-20 15:08:26,2,8,no
S13504,C3484,mobile,direct,2025-01-30 01:49:44,1,4,no
S13505,C3953,desktop,social,2025-06-13 11:16:24,6,9,yes
S13506,C2215,desktop,direct,2025-01-12 04:19:03,5,4,yes
S13507,C3099,desktop,social,2025-10-15 17:15:13,6,25,no
S13508,C1752,tablet,direct,2025-08-01 20:14:23,4,22,no
S13509,C1523,mobile,search,2025-08-27 01:02:13,4,7,no
S13510,C1393,mobile,ads,2025-08-16 18:06:30,9,9,no
S13511,C1662,desktop,direct,2025-09-10 12:53:58,4,27,no
S13512,C3484,tablet,ads,2024-10-28 18:59:39,9,12,no
S13513,C3333,mobile,direct,2025-01-05 05:41:16,8,2,no
S13514,C1337,desktop,social,2025-03-27 14:48:10,3,22,no
S13515,C1740,mobile,social,2025-02-12 18:54:02,3,26,yes
S13516,C1963,mobile,search,2025-03-15 20:28:45,1,14,no
S13517,C2089,desktop,search,2025-08-17 01:05:07,3,29,no
S13518,C2913,mobile,ads,2025-05-16 23:03:24,2,3,no
S13519,C2389,mobile,search,2025-04-19 13:12:34,9,12,no
S13520,C3166,mobile,social,2025-10-16 02:53:45,2,24,yes
S13521,C3992,mobile,direct,2024-11-25 08:44:03,4,29,no
S13522,C1795,desktop,search,2025-09-25 17:20:51,8,5,no
S13523,C1813,mobile,search,2025-06-03 19:23:11,1,12,no
S13524,C1822,mobile,social,2024-12-04 19:26:20,4,21,no
S13525,C1255,mobile,social,2025-08-26 09:11:20,7,18,no
S13526,C3532,desktop,social,2025-07-17 17:41:44,3,29,no
S13527,C2991,mobile,social,2024-12-09 05:59:15,6,13,no
S13528,C2072,mobile,search,2025-10-05 20:40:30,8,29,no
S13529,C3275,desktop,search,2024-11-10 21:42:06,7,26,yes
S13530,C1918,mobile,direct,2025-01-18 05:38:02,3,26,no
S13531,C1786,desktop,direct,2025-08-03 05:41:36,4,24,yes
S13532,C3762,mobile,direct,2025-07-19 23:18:27,3,10,no
S13533,C2846,mobile,social,2025-05-16 05:18:08,8,1,no
S13534,C2473,mobile,ads,2025-09-18 21:46:47,1,21,yes
S13535,C3518,mobile,social,2024-12-03 23:05:43,8,23,no
S13536,C2821,desktop,search,2025-05-26 12:30:17,8,13,yes
S13537,C1655,mobile,social,2025-04-25 03:55:26,1,6,no
S13538,C2599,mobile,social,2025-03-23 06:19:35,3,2,no
S13539,C1338,mobile,ads,2025-10-09 03:55:11,4,28,no
S13540,C1915,desktop,ads,2025-06-30 07:32:53,5,21,yes
S13541,C3767,mobile,direct,2025-06-03 12:29:14,8,25,yes
S13542,C2884,mobile,direct,2025-07-24 16:49:40,7,25,no
S13543,C3395,mobile,social,2025-08-03 11:22:00,8,7,no
S13544,C1210,tablet,social,2025-09-03 04:33:30,2,26,no
S13545,C3701,mobile,social,2024-12-12 12:38:48,4,12,yes
S13546,C3907,mobile,search,2024-11-10 12:44:57,6,15,no
S13547,C1294,mobile,search,2025-05-10 04:00:26,3,24,yes
S13548,C2159,mobile,social,2024-12-29 20:06:38,9,27,yes
S13549,C3272,mobile,direct,2025-05-18 08:24:10,6,25,yes
S13550,C1356,desktop,social,2025-09-26 03:21:40,1,26,no
S13551,C2910,mobile,ads,2025-01-19 00:51:31,9,22,no
S13552,C3383,desktop,social,2025-08-27 07:00:35,2,2,no
S13553,C2678,mobile,search,2024-12-09 02:42:28,6,2,no
S13554,C3375,mobile,social,2025-01-22 09:47:07,8,27,no
S13555,C3343,mobile,social,2025-10-08 15:30:26,5,8,no
S13556,C1866,mobile,direct,2024-11-09 17:25:21,4,4,no
S13557,C3490,mobile,search,2025-05-06 11:06:09,1,16,no
S13558,C3950,mobile,search,2025-09-19 08:17:14,3,26,yes
S13559,C1285,mobile,search,2025-06-13 17:03:11,2,25,no
S13560,C1434,mobile,social,2025-05-20 03:41:55,5,15,no
S13561,C2447,desktop,social,2025-09-29 11:43:24,4,5,no
S13562,C1583,mobile,search,2024-11-18 19:39:50,9,7,no
S13563,C1059,mobile,search,2025-01-22 19:12:58,7,19,no
S13564,C2997,mobile,social,2025-05-18 08:11:35,1,19,no
S13565,C1930,desktop,direct,2025-05-23 11:55:11,5,18,no
S13566,C3404,mobile,ads,2024-11-22 11:13:52,5,18,no
S13567,C3680,mobile,search,2025-03-01 17:04:29,4,8,no
S13568,C3431,desktop,direct,2025-05-12 22:23:02,4,13,no
S13569,C2597,tablet,ads,2025-05-17 18:48:17,3,28,no
S13570,C1912,desktop,search,2024-11-26 08:08:45,5,14,no
S13571,C2280,tablet,search,2025-01-29 20:30:44,9,8,yes
S13572,C1102,mobile,social,2025-01-30 10:19:30,2,22,no
S13573,C2202,tablet,social,2025-02-26 23:29:36,7,14,no
S13574,C3365,desktop,search,2025-05-22 04:30:37,6,6,yes
S13575,C3655,desktop,social,2024-12-12 21:36:40,9,26,yes
S13576,C1705,mobile,social,2025-09-07 14:52:04,5,18,no
S13577,C2472,desktop,direct,2024-12-29 06:17:32,8,19,yes
S13578,C2995,mobile,social,2024-11-07 02:36:17,7,17,no
S13579,C3101,desktop,search,2025-04-05 02:58:05,4,29,no
S13580,C1817,mobile,social,2025-04-29 12:11:29,3,20,no
S13581,C1244,mobile,search,2025-09-16 05:10:48,8,21,no
S13582,C2779,mobile,direct,2025-09-11 10:07:46,6,10,yes
S13583,C3548,desktop,social,2025-01-08 17:51:37,2,20,no
S13584,C3741,mobile,search,2024-12-14 06:32:11,3,27,no
S13585,C2044,mobile,direct,2025-08-28 19:36:48,7,29,no
S13586,C3831,desktop,search,2025-08-23 19:55:05,7,3,yes
S13587,C3937,desktop,direct,2025-01-14 15:36:14,7,3,no
S13588,C1694,mobile,direct,2025-07-19 09:22:55,1,22,no
S13589,C1581,desktop,ads,2025-06-25 02:35:46,6,16,no
S13590,C3659,desktop,social,2024-11-24 17:25:58,9,17,yes
S13591,C1794,mobile,search,2025-05-10 04:00:48,9,12,yes
S13592,C2752,desktop,social,2024-12-17 10:07:30,2,7,no
S13593,C2815,mobile,search,2025-06-20 16:15:12,9,25,yes
S13594,C1050,mobile,direct,2025-04-10 19:18:04,4,4,no
S13595,C1943,mobile,direct,2024-11-17 18:08:48,4,3,no
S13596,C1118,tablet,search,2025-04-02 22:47:17,6,12,no
S13597,C2044,mobile,direct,2025-07-27 23:46:55,7,15,no
S13598,C3307,mobile,social,2025-06-24 04:16:26,9,26,yes
S13599,C2378,mobile,ads,2025-05-21 08:10:49,6,28,no
S13600,C1648,mobile,social,2024-11-21 03:26:18,2,29,no
S13601,C2249,mobile,ads,2025-08-03 12:34:03,4,16,no
S13602,C1398,desktop,social,2025-08-12 05:20:12,4,12,yes
S13603,C2064,desktop,social,2025-02-23 00:06:39,5,14,no
S13604,C2327,mobile,direct,2025-04-18 00:12:51,1,19,no
S13605,C1164,tablet,social,2024-12-23 22:49:41,5,15,no
S13606,C1037,desktop,social,2025-07-12 14:51:41,9,20,no
S13607,C1770,mobile,social,2025-02-05 07:43:47,8,7,yes
S13608,C3064,mobile,direct,2025-09-15 01:02:22,9,9,no
S13609,C1112,mobile,social,2025-03-01 03:44:30,5,3,yes
S13610,C2875,desktop,direct,2024-11-01 15:34:14,2,22,no
S13611,C3465,mobile,social,2024-11-02 20:53:37,2,15,yes
S13612,C1106,mobile,social,2025-08-14 07:06:28,3,22,yes
S13613,C3465,mobile,social,2024-10-25 11:47:09,7,8,no
S13614,C1408,mobile,direct,2025-08-19 22:53:32,9,17,no
S13615,C1965,mobile,direct,2024-10-31 14:58:47,2,16,no
S13616,C1506,mobile,direct,2025-08-18 02:40:53,5,19,no
S13617,C1605,mobile,social,2025-07-06 05:28:22,9,22,yes
S13618,C2999,desktop,search,2025-07-16 07:49:24,6,28,no
S13619,C1027,desktop,search,2024-10-30 09:56:59,1,6,yes
S13620,C3607,mobile,search,2025-09-21 03:00:02,9,19,no
S13621,C2227,mobile,direct,2025-08-31 10:19:03,8,17,no
S13622,C3027,mobile,search,2025-07-28 20:00:35,4,21,no
S13623,C2662,mobile,social,2024-11-01 19:10:50,7,2,no
S13624,C2784,mobile,search,2024-11-22 11:50:44,6,20,no
S13625,C2222,mobile,search,2025-02-23 06:12:30,9,22,no
S13626,C3326,desktop,direct,2024-12-24 01:31:28,9,8,no
S13627,C2401,mobile,ads,2025-08-11 05:16:45,2,23,no
S13628,C3154,desktop,social,2025-08-05 06:06:33,4,26,no
S13629,C2836,desktop,social,2025-08-30 19:10:06,6,24,yes
S13630,C3889,mobile,direct,2025-06-25 09:57:28,6,27,yes
S13631,C3111,desktop,social,2025-06-05 12:45:06,5,3,yes
S13632,C3665,mobile,search,2024-11-21 11:53:09,4,25,yes
S13633,C3544,mobile,social,2024-11-22 02:30:50,9,15,no
S13634,C1956,desktop,search,2025-07-15 04:32:26,4,27,yes
S13635,C2048,mobile,social,2025-01-02 23:11:02,7,19,no
S13636,C3121,mobile,social,2025-04-25 17:30:55,2,8,no
S13637,C2446,desktop,direct,2025-08-29 18:56:42,1,24,yes
S13638,C3844,mobile,search,2024-11-28 04:10:38,2,18,no
S13639,C2302,mobile,search,2025-04-09 11:54:12,5,14,no
S13640,C1456,desktop,search,2025-08-21 08:27:59,9,27,no
S13641,C1310,mobile,search,2025-10-03 07:44:57,2,23,no
S13642,C3657,mobile,search,2025-05-18 08:27:30,4,11,no
S13643,C2727,desktop,direct,2025-06-29 11:54:15,7,22,no
S13644,C3668,mobile,ads,2025-03-14 07:19:16,1,1,no
S13645,C1385,desktop,social,2024-11-12 05:54:29,4,1,no
S13646,C1325,desktop,direct,2025-08-22 20:02:07,7,28,yes
S13647,C3163,mobile,search,2025-06-23 00:14:00,1,14,no
S13648,C1898,mobile,search,2025-08-07 16:35:04,5,24,no
S13649,C1794,tablet,social,2025-06-12 22:07:35,3,12,yes
S13650,C3326,desktop,social,2024-10-31 01:10:48,5,29,no
S13651,C1256,mobile,direct,2025-07-27 07:59:20,8,13,no
S13652,C2714,mobile,social,2024-12-18 04:19:43,8,27,no
S13653,C1389,mobile,search,2025-03-07 05:39:36,4,26,no
S13654,C3601,mobile,direct,2025-02-19 12:14:23,9,7,no
S13655,C1538,mobile,search,2025-03-17 05:16:41,1,29,yes
S13656,C3637,desktop,social,2025-07-09 01:28:49,4,10,no
S13657,C1016,mobile,social,2024-12-04 17:40:06,4,20,no
S13658,C1188,desktop,direct,2025-08-25 15:21:56,6,10,no
S13659,C2262,mobile,search,2025-10-11 01:50:01,6,29,yes
S13660,C3359,mobile,direct,2025-05-04 18:07:47,7,29,no
S13661,C1085,mobile,search,2025-06-28 17:48:57,5,24,no
S13662,C3030,desktop,social,2025-02-10 14:01:47,4,8,no
S13663,C1287,mobile,social,2025-08-09 06:24:14,2,8,yes
S13664,C3446,mobile,social,2025-02-11 11:14:42,3,8,no
S13665,C2519,tablet,direct,2025-01-30 07:11:32,3,26,yes
S13666,C2618,desktop,social,2024-12-21 20:52:03,8,8,no
S13667,C2574,mobile,ads,2024-11-23 00:57:23,9,5,yes
S13668,C3356,mobile,search,2025-05-20 23:18:57,1,20,no
S13669,C1370,desktop,ads,2025-09-01 15:50:57,6,8,no
S13670,C1579,mobile,search,2024-12-17 11:15:23,7,15,no
S13671,C3465,mobile,search,2025-06-11 03:58:25,7,24,yes
S13672,C1765,mobile,direct,2025-07-07 11:52:17,6,14,yes
S13673,C1907,mobile,search,2025-06-01 20:37:11,1,6,no
S13674,C3133,desktop,ads,2025-05-18 17:36:41,8,20,no
S13675,C2909,mobile,direct,2025-04-24 04:13:06,2,6,no
S13676,C3822,desktop,search,2025-02-09 13:04:09,7,11,no
S13677,C1370,desktop,social,2025-04-29 18:04:16,6,8,yes
S13678,C3157,mobile,social,2025-05-11 19:47:07,4,23,no
S13679,C1774,desktop,social,2025-10-09 12:30:02,5,25,no
S13680,C2082,desktop,social,2025-08-15 06:28:51,8,26,no
S13681,C2623,mobile,direct,2024-11-19 18:19:19,3,20,no
S13682,C3557,desktop,social,2024-12-18 11:48:14,4,8,no
S13683,C3963,mobile,ads,2024-12-28 06:11:51,4,7,no
S13684,C2699,mobile,search,2025-09-06 03:53:11,9,15,yes
S13685,C3776,desktop,direct,2025-08-13 10:07:44,3,22,no
S13686,C2227,desktop,search,2025-02-10 05:47:05,7,11,no
S13687,C2193,mobile,social,2025-05-03 17:51:09,6,18,no
S13688,C3142,mobile,social,2025-06-19 10:33:59,5,25,no
S13689,C1432,mobile,search,2025-08-23 03:54:09,3,15,no
S13690,C2201,mobile,social,2024-11-06 12:04:35,2,29,no
S13691,C3489,mobile,search,2025-02-20 00:04:24,4,16,no
S13692,C1933,mobile,ads,2025-03-17 09:00:30,5,12,yes
S13693,C3638,desktop,direct,2025-04-21 02:32:53,9,27,no
S13694,C3387,mobile,direct,2024-11-05 16:43:14,5,2,yes
S13695,C3138,desktop,social,2025-05-05 23:14:38,9,6,no
S13696,C1969,mobile,direct,2025-04-07 19:55:33,4,27,no
S13697,C2339,mobile,direct,2025-04-20 11:59:34,6,25,yes
S13698,C3637,mobile,direct,2024-10-31 05:00:09,8,14,no
S13699,C2928,mobile,direct,2024-11-07 03:47:47,8,13,no
S13700,C3862,mobile,search,2025-06-10 17:22:46,8,5,no
S13701,C3438,mobile,direct,2024-11-08 23:39:59,9,25,no
S13702,C1930,mobile,direct,2024-10-22 02:22:44,8,7,yes
S13703,C1198,tablet,search,2025-07-05 02:57:19,1,6,no
S13704,C1123,desktop,social,2025-01-30 11:40:39,1,10,yes
S13705,C3917,desktop,direct,2025-09-30 00:30:33,9,7,no
S13706,C3076,mobile,direct,2025-01-24 09:35:59,7,25,no
S13707,C3422,mobile,search,2025-03-16 18:33:56,3,9,no
S13708,C1844,tablet,social,2025-03-04 03:14:15,4,7,yes
S13709,C2899,desktop,search,2025-06-25 06:29:50,4,27,no
S13710,C1812,mobile,ads,2025-03-02 15:13:54,1,14,no
S13711,C2695,mobile,search,2024-11-24 10:57:34,4,5,yes
S13712,C1597,tablet,social,2025-03-10 09:26:11,1,14,yes
S13713,C1153,tablet,direct,2025-07-29 03:33:07,4,17,no
S13714,C2331,desktop,social,2025-05-09 08:46:19,7,17,no
S13715,C2010,desktop,social,2025-02-04 20:14:50,5,18,no
S13716,C3750,mobile,social,2025-05-14 20:36:30,1,20,no
S13717,C3839,mobile,social,2024-12-18 06:02:15,6,7,no
S13718,C2505,desktop,social,2025-03-27 08:54:17,3,4,no
S13719,C2239,mobile,social,2025-03-16 16:56:19,4,18,yes
S13720,C2487,desktop,social,2025-05-27 15:52:35,3,20,no
S13721,C3862,mobile,social,2024-12-07 18:13:40,9,25,yes
S13722,C2174,mobile,search,2025-01-20 14:09:14,7,12,no
S13723,C3730,desktop,direct,2025-03-30 09:30:14,7,8,yes
S13724,C1952,mobile,direct,2024-12-17 23:38:52,5,6,no
S13725,C3136,mobile,social,2025-08-26 19:25:34,1,1,no
S13726,C2617,mobile,direct,2025-02-02 15:23:55,6,28,no
S13727,C3686,tablet,search,2025-05-07 17:32:58,1,4,yes
S13728,C2040,mobile,direct,2025-01-17 11:59:21,7,8,no
S13729,C1354,mobile,ads,2025-02-22 22:13:41,2,1,no
S13730,C3456,desktop,social,2025-03-13 12:55:47,6,20,yes
S13731,C1783,mobile,social,2025-07-04 20:18:28,7,27,no
S13732,C1528,tablet,social,2024-11-09 01:00:57,4,16,no
S13733,C3601,mobile,direct,2025-03-12 05:39:10,3,5,yes
S13734,C2607,desktop,social,2025-02-18 10:54:34,7,24,yes
S13735,C3023,mobile,search,2025-09-05 01:59:10,7,27,no
S13736,C2717,mobile,social,2024-12-26 03:02:00,1,22,no
S13737,C3011,mobile,direct,2025-08-21 22:21:23,4,10,no
S13738,C3574,mobile,direct,2025-06-02 00:43:21,1,1,no
S13739,C3023,tablet,search,2025-03-15 18:36:34,9,16,yes
S13740,C3453,mobile,social,2025-07-31 08:41:03,5,24,yes
S13741,C3187,mobile,social,2024-11-06 06:36:29,2,24,no
S13742,C3485,mobile,search,2025-05-23 14:23:57,2,18,yes
S13743,C1501,mobile,social,2025-07-25 09:58:11,4,25,no
S13744,C2515,desktop,search,2024-11-05 07:19:59,2,10,no
S13745,C1706,desktop,search,2025-06-20 17:54:07,6,1,yes
S13746,C3194,desktop,search,2025-04-21 10:53:19,4,9,no
S13747,C1240,desktop,social,2024-11-10 14:39:37,7,3,no
S13748,C1352,mobile,direct,2025-03-27 23:20:18,2,19,yes
S13749,C2627,mobile,direct,2025-01-09 18:14:40,9,8,yes
S13750,C3090,mobile,ads,2025-01-22 08:55:05,4,26,no
S13751,C2349,mobile,social,2025-03-29 07:30:33,5,20,no
S13752,C1290,mobile,ads,2025-06-11 20:19:27,8,23,yes
S13753,C2932,mobile,search,2025-09-18 11:03:33,7,27,yes
S13754,C3363,mobile,social,2025-06-16 13:09:47,5,11,no
